id,name,brand,category,price,description,stock,rating
SP0289,SmartPhone Y,Futura,smartphone,1064.77,Smartphone with vivid display.,67,4.5
TV0290,SmartView TV,UltraVision,smart_tv,2372.61,65 inch smart TV with smart connectivity.,13,3.8
SPK0291,Bass Boost,BassLine,speaker,287.85,Speaker delivering compact design.,2,3.6
LP0292,Ultra Thin,NextGen,laptop,766.8,13.3 inch laptop featuring long battery life.,134,0.0
LP0293,Business Mate,TechCo,laptop,1964.64,15.6 inch laptop featuring long battery life.,116,4.0
SP0294,Fusion Phone,RivalTech,smartphone,770.08,Smartphone with vivid display.,174,0.0
TV0295,Ultra TV,ViewTech,smart_tv,470.59,65 inch smart TV with sleek design.,37,4.0
SPK0296,BoomBox,BeatBox,speaker,140.91,Speaker delivering crystal clear sound.,191,0.0
SP0297,Mobile Z,Futura,smartphone,259.76,Smartphone with long-lasting battery.,181,3.0
SPK0298,ClearSound,BeatBox,speaker,490.0,Speaker delivering crystal clear sound.,79,3.5
TV0299,Infinity TV,UltraVision,smart_tv,924.93,75 inch smart TV with sleek design.,142,3.5
LP0300,Business Mate,TechCo,laptop,1656.63,15.6 inch laptop featuring latest processor.,67,3.9
TV0301,Cinema TV,ViewTech,smart_tv,1188.11,65 inch smart TV with sleek design.,124,3.5
LP0302,Business Mate,UltraComp,laptop,522.4,17 inch laptop featuring high performance graphics.,59,4.0
SPK0303,ClearSound,SoundCo,speaker,477.03,Speaker delivering deep bass.,59,0.0
LP0304,Performance Pro,EconCo,laptop,867.83,13.3 inch laptop featuring high performance graphics.,134,4.5
SPK0305,Bass Boost,AudioMax,speaker,156.11,Speaker delivering crystal clear sound.,87,4.4
TV0306,SmartView TV,ViewTech,smart_tv,523.47,75 inch smart TV with smart connectivity.,32,3.5
SP0307,SmartPhone Y,TechCo,smartphone,343.41,Smartphone with vivid display.,26,4.5
SPK0308,Audio Pro,AudioMax,speaker,55.25,Speaker delivering crystal clear sound.,129,3.5
LP0309,Business Mate,EconCo,laptop,831.62,13.3 inch laptop featuring latest processor.,49,4.1
TV0310,Cinema TV,ViewTech,smart_tv,2492.84,75 inch smart TV with HDR support.,67,3.8
SP0311,Maxi Phone,RivalTech,smartphone,1120.16,Smartphone with vivid display.,132,4.3
SPK0312,SoundWave,BassLine,speaker,446.4,Speaker delivering crystal clear sound.,195,3.0
LP0313,Pro Book,EconCo,laptop,1003.36,17 inch laptop featuring high performance graphics.,70,0.0
SP0314,Mobile Z,TechCo,smartphone,732.24,Smartphone with 5G connectivity.,158,4.0
SP0315,Maxi Phone,NextCom,smartphone,543.0,Smartphone with advanced camera system.,45,4.0
LP0316,Business Mate,NextGen,laptop,955.37,17 inch laptop featuring high performance graphics.,65,0.0
SP0317,Mobile Z,TechCo,smartphone,712.62,Smartphone with long-lasting battery.,70,3.8
LP0318,Pro Book,EconCo,laptop,1758.45,17 inch laptop featuring latest processor.,143,4.5
SP0319,SmartPhone X,NextCom,smartphone,452.5,Smartphone with advanced camera system.,119,4.0
SPK0320,Bass Boost,SoundCo,speaker,351.51,Speaker delivering deep bass.,191,4.0
TV0321,Vivid TV,ViewTech,smart_tv,378.41,40 inch smart TV with HDR support.,25,4.2
SP0322,Fusion Phone,Futura,smartphone,591.42,Smartphone with long-lasting battery.,118,4.0
TV0323,Infinity TV,Spectra,smart_tv,2810.13,65 inch smart TV with 4K resolution.,33,4.0
LP0324,Ultra Thin,EconCo,laptop,1132.37,15.6 inch laptop featuring long battery life.,42,4.0
SPK0325,Audio Pro,SoundCo,speaker,81.67,Speaker delivering deep bass.,71,3.5
LP0326,Pro Book,TechCo,laptop,1342.59,15.6 inch laptop featuring latest processor.,188,4.2
SPK0327,SoundWave,BeatBox,speaker,240.67,Speaker delivering wireless connectivity.,73,4.2
SPK0328,BoomBox,SoundCo,speaker,444.18,Speaker delivering wireless connectivity.,6,0.0
SP0329,Maxi Phone,Futura,smartphone,964.99,Smartphone with 5G connectivity.,172,3.5
TV0330,Vivid TV,Spectra,smart_tv,2886.57,65 inch smart TV with 4K resolution.,175,3.5
TV0331,Vivid TV,Spectra,smart_tv,1170.92,40 inch smart TV with sleek design.,83,3.8
SPK0332,SoundWave,BassLine,speaker,434.42,Speaker delivering deep bass.,134,5.0
LP0333,Pro Book,NextGen,laptop,1661.82,15.6 inch laptop featuring latest processor.,140,4.1
SP0334,Mobile Z,TechCo,smartphone,1020.03,Smartphone with 5G connectivity.,85,0.0
SPK0335,Bass Boost,SoundCo,speaker,200.26,Speaker delivering compact design.,162,3.5
TV0336,Infinity TV,CinemaCo,smart_tv,443.58,50 inch smart TV with 4K resolution.,59,4.0
SP0337,SmartPhone Y,Futura,smartphone,521.26,Smartphone with vivid display.,114,0.0
TV0338,Cinema TV,Spectra,smart_tv,408.27,65 inch smart TV with 4K resolution.,53,3.3
SPK0339,Audio Pro,AudioMax,speaker,420.88,Speaker delivering deep bass.,92,4.0
TV0340,Ultra TV,Spectra,smart_tv,607.04,40 inch smart TV with HDR support.,91,4.0
SP0341,SmartPhone X,NextCom,smartphone,340.15,Smartphone with 5G connectivity.,43,0.0
SP0342,Maxi Phone,RivalTech,smartphone,1025.98,Smartphone with long-lasting battery.,97,4.2
LP0343,Ultra Thin,TechCo,laptop,1638.23,15.6 inch laptop featuring high performance graphics.,96,4.5
SP0344,Maxi Phone,RivalTech,smartphone,239.73,Smartphone with 5G connectivity.,146,4.8
LP0345,Ultra Thin,NextGen,laptop,793.03,13.3 inch laptop featuring latest processor.,101,3.0
LP0346,Pro Book,NextGen,laptop,1660.32,14 inch laptop featuring latest processor.,10,4.5
SP0347,SmartPhone X,Futura,smartphone,514.75,Smartphone with 5G connectivity.,93,3.8
TV0348,Cinema TV,CinemaCo,smart_tv,2252.02,50 inch smart TV with HDR support.,183,3.7
SP0349,SmartPhone Y,Futura,smartphone,758.14,Smartphone with advanced camera system.,24,4.0
SPK0350,SoundWave,BeatBox,speaker,401.57,Speaker delivering wireless connectivity.,44,4.0
SP0351,Mobile Z,RivalTech,smartphone,1122.26,Smartphone with long-lasting battery.,186,3.4
TV0352,SmartView TV,CinemaCo,smart_tv,1844.63,55 inch smart TV with HDR support.,187,0.0
LP0353,Pro Book,EconCo,laptop,1544.51,15.6 inch laptop featuring lightweight design.,27,5.0
TV0354,Infinity TV,Spectra,smart_tv,1956.65,55 inch smart TV with 4K resolution.,108,4.5
SPK0355,Bass Boost,SoundCo,speaker,303.64,Speaker delivering compact design.,144,5.0
TV0356,Vivid TV,ViewTech,smart_tv,557.33,50 inch smart TV with 4K resolution.,92,3.2
LP0357,Pro Book,NextGen,laptop,1384.15,15.6 inch laptop featuring latest processor.,10,0.0
LP0358,Pro Book,NextGen,laptop,333.41,13.3 inch laptop featuring lightweight design.,193,4.1
SP0359,SmartPhone Y,Futura,smartphone,241.93,Smartphone with vivid display.,8,4.0
SPK0360,ClearSound,BeatBox,speaker,462.53,Speaker delivering wireless connectivity.,200,0.0
SPK0361,ClearSound,AudioMax,speaker,463.72,Speaker delivering deep bass.,137,4.0
SP0362,Mobile Z,Futura,smartphone,1060.21,Smartphone with 5G connectivity.,149,4.2
SP0363,Maxi Phone,Futura,smartphone,288.52,Smartphone with 5G connectivity.,21,3.5
SPK0364,Audio Pro,BeatBox,speaker,398.79,Speaker delivering compact design.,199,0.0
SP0365,SmartPhone Y,Futura,smartphone,598.63,Smartphone with advanced camera system.,96,4.0
SPK0366,ClearSound,SoundCo,speaker,159.96,Speaker delivering wireless connectivity.,31,4.0
SP0367,SmartPhone Y,TechCo,smartphone,203.62,Smartphone with 5G connectivity.,70,4.0
SPK0368,Bass Boost,BeatBox,speaker,486.35,Speaker delivering wireless connectivity.,46,4.0
LP0369,Ultra Thin,TechCo,laptop,1832.78,14 inch laptop featuring latest processor.,136,4.0
SPK0370,Bass Boost,BassLine,speaker,51.87,Speaker delivering deep bass.,2,0.0
TV0371,Ultra TV,UltraVision,smart_tv,393.09,40 inch smart TV with HDR support.,113,3.7
LP0372,Pro Book,NextGen,laptop,1681.6,14 inch laptop featuring high performance graphics.,69,4.5
LP0373,Pro Book,EconCo,laptop,690.05,17 inch laptop featuring latest processor.,74,4.0
SPK0374,BoomBox,SoundCo,speaker,139.27,Speaker delivering compact design.,167,4.5
LP0375,Performance Pro,TechCo,laptop,943.97,15.6 inch laptop featuring high performance graphics.,10,3.8
LP0376,Econo Note,UltraComp,laptop,906.74,17 inch laptop featuring lightweight design.,63,3.5
LP0377,Pro Book,NextGen,laptop,1682.98,17 inch laptop featuring long battery life.,51,3.7
TV0378,Infinity TV,UltraVision,smart_tv,2835.53,40 inch smart TV with smart connectivity.,0,4.0
SP0379,SmartPhone Y,Futura,smartphone,543.73,Smartphone with advanced camera system.,36,3.5
LP0380,Performance Pro,UltraComp,laptop,467.65,14 inch laptop featuring high performance graphics.,170,3.8
SP0381,SmartPhone X,TechCo,smartphone,775.91,Smartphone with advanced camera system.,165,4.0
SP0382,Fusion Phone,RivalTech,smartphone,972.84,Smartphone with long-lasting battery.,179,4.5
TV0383,Vivid TV,UltraVision,smart_tv,1218.34,55 inch smart TV with sleek design.,50,0.0
SPK0384,SoundWave,BassLine,speaker,241.09,Speaker delivering deep bass.,132,3.8
SP0385,SmartPhone Y,TechCo,smartphone,213.52,Smartphone with vivid display.,67,3.5
LP0386,Ultra Thin,UltraComp,laptop,584.87,14 inch laptop featuring high performance graphics.,9,4.5
TV0387,Cinema TV,Spectra,smart_tv,1286.1,50 inch smart TV with HDR support.,160,0.0
SP0388,Fusion Phone,Futura,smartphone,737.23,Smartphone with 5G connectivity.,44,4.0
SP0389,SmartPhone X,TechCo,smartphone,1187.33,Smartphone with 5G connectivity.,50,3.5
TV0390,SmartView TV,ViewTech,smart_tv,2083.19,65 inch smart TV with 4K resolution.,185,3.5
SP0391,SmartPhone X,RivalTech,smartphone,1081.43,Smartphone with advanced camera system.,118,4.3
SPK0392,BoomBox,BassLine,speaker,184.18,Speaker delivering wireless connectivity.,22,0.0
SPK0393,SoundWave,BeatBox,speaker,296.6,Speaker delivering crystal clear sound.,164,0.0
SPK0394,BoomBox,BeatBox,speaker,72.81,Speaker delivering deep bass.,120,4.0
TV0395,SmartView TV,UltraVision,smart_tv,526.04,65 inch smart TV with smart connectivity.,183,4.5
TV0396,Ultra TV,ViewTech,smart_tv,479.36,75 inch smart TV with smart connectivity.,14,3.8
TV0397,Cinema TV,ViewTech,smart_tv,1794.71,40 inch smart TV with HDR support.,8,4.2
SPK0398,ClearSound,BeatBox,speaker,70.33,Speaker delivering compact design.,91,4.8
TV0399,Infinity TV,Spectra,smart_tv,2742.6,55 inch smart TV with smart connectivity.,36,0.0
TV0400,Infinity TV,Spectra,smart_tv,817.18,75 inch smart TV with sleek design.,31,4.0
SP0401,Maxi Phone,TechCo,smartphone,653.31,Smartphone with long-lasting battery.,110,4.0
TV0402,SmartView TV,UltraVision,smart_tv,1473.13,40 inch smart TV with HDR support.,22,4.0
LP0403,Ultra Thin,TechCo,laptop,744.26,13.3 inch laptop featuring latest processor.,76,3.7
SPK0404,BoomBox,SoundCo,speaker,362.64,Speaker delivering deep bass.,149,4.0
SP0405,SmartPhone Y,NextCom,smartphone,838.42,Smartphone with vivid display.,170,0.0
SPK0406,ClearSound,BeatBox,speaker,133.01,Speaker delivering crystal clear sound.,53,3.5
LP0407,Econo Note,TechCo,laptop,1137.29,14 inch laptop featuring high performance graphics.,186,4.2
TV0408,Vivid TV,UltraVision,smart_tv,394.88,40 inch smart TV with sleek design.,88,0.0
SPK0409,Bass Boost,AudioMax,speaker,377.25,Speaker delivering deep bass.,2,4.2
LP0410,Business Mate,UltraComp,laptop,1470.49,14 inch laptop featuring long battery life.,179,4.5
SP0411,SmartPhone Y,RivalTech,smartphone,1041.48,Smartphone with vivid display.,20,3.7
LP0412,Performance Pro,TechCo,laptop,679.08,17 inch laptop featuring latest processor.,193,3.6
LP0413,Ultra Thin,EconCo,laptop,1568.67,17 inch laptop featuring high performance graphics.,27,0.0
LP0414,Econo Note,NextGen,laptop,1163.28,15.6 inch laptop featuring high performance graphics.,35,3.8
LP0415,Business Mate,UltraComp,laptop,1512.74,13.3 inch laptop featuring high performance graphics.,100,3.5
TV0416,Vivid TV,Spectra,smart_tv,1263.01,40 inch smart TV with smart connectivity.,122,4.2
TV0417,Cinema TV,Spectra,smart_tv,1561.84,40 inch smart TV with sleek design.,77,3.8
LP0418,Pro Book,TechCo,laptop,1310.38,17 inch laptop featuring lightweight design.,105,4.2
LP0419,Econo Note,UltraComp,laptop,1202.05,14 inch laptop featuring high performance graphics.,199,3.5
LP0420,Econo Note,EconCo,laptop,1695.58,15.6 inch laptop featuring long battery life.,112,4.0
SP0421,Maxi Phone,TechCo,smartphone,722.93,Smartphone with advanced camera system.,14,4.0
TV0422,Ultra TV,ViewTech,smart_tv,870.0,50 inch smart TV with 4K resolution.,148,4.5
TV0423,Vivid TV,ViewTech,smart_tv,1958.25,40 inch smart TV with HDR support.,85,3.5
SP0424,Maxi Phone,RivalTech,smartphone,1027.97,Smartphone with 5G connectivity.,2,4.5
SPK0425,ClearSound,BeatBox,speaker,481.15,Speaker delivering crystal clear sound.,5,0.0
LP0426,Econo Note,UltraComp,laptop,689.41,14 inch laptop featuring latest processor.,27,3.5
TV0427,Cinema TV,Spectra,smart_tv,379.35,55 inch smart TV with HDR support.,194,4.0
TV0428,Cinema TV,ViewTech,smart_tv,1493.89,65 inch smart TV with 4K resolution.,34,4.2
SP0429,Maxi Phone,RivalTech,smartphone,1101.72,Smartphone with long-lasting battery.,40,3.5
TV0430,SmartView TV,Spectra,smart_tv,1025.4,65 inch smart TV with smart connectivity.,170,4.2
TV0431,Vivid TV,Spectra,smart_tv,1847.19,50 inch smart TV with sleek design.,175,3.5
TV0432,Infinity TV,CinemaCo,smart_tv,1191.41,50 inch smart TV with smart connectivity.,142,0.0
LP0433,Performance Pro,EconCo,laptop,1050.16,14 inch laptop featuring long battery life.,50,2.5
SP0434,Fusion Phone,NextCom,smartphone,1073.82,Smartphone with 5G connectivity.,197,3.5
SP0435,Fusion Phone,TechCo,smartphone,621.02,Smartphone with long-lasting battery.,190,4.5
TV0436,SmartView TV,Spectra,smart_tv,1624.46,40 inch smart TV with smart connectivity.,72,5.0
SPK0437,BoomBox,BeatBox,speaker,296.38,Speaker delivering wireless connectivity.,103,4.0
SPK0438,SoundWave,BeatBox,speaker,474.99,Speaker delivering deep bass.,127,3.5
LP0439,Pro Book,EconCo,laptop,1197.55,14 inch laptop featuring high performance graphics.,55,3.5
LP0440,Pro Book,NextGen,laptop,1197.18,14 inch laptop featuring lightweight design.,40,4.5
SPK0441,ClearSound,AudioMax,speaker,62.43,Speaker delivering wireless connectivity.,197,4.0
TV0442,Vivid TV,ViewTech,smart_tv,2937.27,65 inch smart TV with sleek design.,179,4.5
SPK0443,Audio Pro,SoundCo,speaker,326.16,Speaker delivering crystal clear sound.,80,4.0
LP0444,Ultra Thin,EconCo,laptop,1123.24,17 inch laptop featuring lightweight design.,124,4.2
LP0445,Pro Book,NextGen,laptop,1067.41,14 inch laptop featuring high performance graphics.,121,0.0
LP0446,Econo Note,TechCo,laptop,1635.39,17 inch laptop featuring lightweight design.,76,4.2
SP0447,Fusion Phone,NextCom,smartphone,495.6,Smartphone with long-lasting battery.,14,4.0
SP0448,Fusion Phone,TechCo,smartphone,416.5,Smartphone with long-lasting battery.,20,3.5
LP0449,Business Mate,UltraComp,laptop,1993.77,15.6 inch laptop featuring latest processor.,131,3.5
SPK0450,BoomBox,BeatBox,speaker,123.25,Speaker delivering deep bass.,6,4.0
TV0451,Ultra TV,CinemaCo,smart_tv,963.97,50 inch smart TV with 4K resolution.,135,4.2
SPK0452,ClearSound,SoundCo,speaker,285.86,Speaker delivering deep bass.,79,0.0
SP0453,SmartPhone Y,TechCo,smartphone,668.82,Smartphone with long-lasting battery.,4,4.3
TV0454,SmartView TV,CinemaCo,smart_tv,807.45,75 inch smart TV with smart connectivity.,102,0.0
SP0455,Mobile Z,Futura,smartphone,766.97,Smartphone with long-lasting battery.,78,0.0
SPK0456,BoomBox,BeatBox,speaker,86.99,Speaker delivering deep bass.,58,3.8
LP0457,Econo Note,TechCo,laptop,636.92,14 inch laptop featuring latest processor.,49,4.5
TV0458,Infinity TV,Spectra,smart_tv,895.8,75 inch smart TV with smart connectivity.,81,4.5
SPK0459,Bass Boost,BassLine,speaker,300.15,Speaker delivering deep bass.,98,0.0
TV0460,SmartView TV,UltraVision,smart_tv,489.51,65 inch smart TV with 4K resolution.,153,5.0
SPK0461,ClearSound,BassLine,speaker,429.81,Speaker delivering deep bass.,141,3.5
LP0462,Pro Book,UltraComp,laptop,467.12,14 inch laptop featuring latest processor.,157,3.8
SP0463,Maxi Phone,RivalTech,smartphone,778.43,Smartphone with 5G connectivity.,2,3.8
SP0464,Mobile Z,RivalTech,smartphone,603.97,Smartphone with 5G connectivity.,146,0.0
TV0465,Cinema TV,ViewTech,smart_tv,2696.24,65 inch smart TV with 4K resolution.,195,4.5
TV0466,Vivid TV,UltraVision,smart_tv,856.55,65 inch smart TV with HDR support.,194,4.0
LP0467,Econo Note,NextGen,laptop,1918.48,15.6 inch laptop featuring lightweight design.,118,4.0
LP0468,Ultra Thin,UltraComp,laptop,1113.94,14 inch laptop featuring long battery life.,191,3.9
LP0469,Econo Note,UltraComp,laptop,776.81,13.3 inch laptop featuring lightweight design.,61,4.0
LP0470,Econo Note,EconCo,laptop,1965.22,14 inch laptop featuring lightweight design.,164,3.8
TV0471,Infinity TV,CinemaCo,smart_tv,2243.04,75 inch smart TV with sleek design.,4,0.0
LP0472,Performance Pro,EconCo,laptop,1941.01,14 inch laptop featuring latest processor.,1,4.0
LP0473,Econo Note,NextGen,laptop,1906.78,17 inch laptop featuring long battery life.,14,3.8
LP0474,Performance Pro,NextGen,laptop,1995.13,17 inch laptop featuring long battery life.,22,4.5
SPK0475,Audio Pro,BeatBox,speaker,128.58,Speaker delivering wireless connectivity.,24,4.0
SPK0476,Bass Boost,BassLine,speaker,321.66,Speaker delivering crystal clear sound.,178,4.2
SP0477,Maxi Phone,TechCo,smartphone,1122.19,Smartphone with 5G connectivity.,131,4.5
SPK0478,SoundWave,BeatBox,speaker,437.29,Speaker delivering wireless connectivity.,130,4.2
SPK0479,Audio Pro,BassLine,speaker,56.92,Speaker delivering deep bass.,145,3.9
LP0480,Econo Note,NextGen,laptop,589.69,17 inch laptop featuring lightweight design.,160,5.0
SP0481,SmartPhone Y,Futura,smartphone,388.18,Smartphone with advanced camera system.,190,4.0
SPK0482,BoomBox,AudioMax,speaker,155.13,Speaker delivering compact design.,148,3.8
SPK0483,ClearSound,BeatBox,speaker,387.02,Speaker delivering deep bass.,5,4.0
TV0484,Vivid TV,Spectra,smart_tv,1394.43,65 inch smart TV with smart connectivity.,94,4.0
SPK0485,SoundWave,AudioMax,speaker,355.66,Speaker delivering wireless connectivity.,167,4.5
SP0486,Mobile Z,TechCo,smartphone,754.16,Smartphone with 5G connectivity.,192,0.0
SPK0487,SoundWave,BassLine,speaker,81.6,Speaker delivering deep bass.,62,4.8
SP0488,Fusion Phone,Futura,smartphone,677.06,Smartphone with 5G connectivity.,189,4.0
SPK0489,Audio Pro,AudioMax,speaker,228.1,Speaker delivering crystal clear sound.,160,3.8
SPK0490,Bass Boost,SoundCo,speaker,480.18,Speaker delivering compact design.,0,4.2
SPK0491,ClearSound,BassLine,speaker,160.66,Speaker delivering deep bass.,6,4.0
SP0492,Maxi Phone,TechCo,smartphone,816.21,Smartphone with 5G connectivity.,38,4.2
TV0493,Ultra TV,UltraVision,smart_tv,1657.57,50 inch smart TV with 4K resolution.,180,3.5
LP0494,Ultra Thin,NextGen,laptop,1288.02,14 inch laptop featuring latest processor.,155,4.5
TV0495,Vivid TV,Spectra,smart_tv,426.49,65 inch smart TV with smart connectivity.,141,4.0
LP0496,Business Mate,UltraComp,laptop,1091.12,13.3 inch laptop featuring high performance graphics.,42,4.2
SPK0497,Audio Pro,AudioMax,speaker,387.88,Speaker delivering deep bass.,35,3.8
LP0498,Ultra Thin,UltraComp,laptop,300.57,13.3 inch laptop featuring high performance graphics.,8,4.2
LP0499,Performance Pro,TechCo,laptop,329.72,13.3 inch laptop featuring long battery life.,191,3.5
SPK0500,BoomBox,BassLine,speaker,162.18,Speaker delivering compact design.,34,5.0
SPK0501,Bass Boost,SoundCo,speaker,137.09,Speaker delivering wireless connectivity.,164,4.8
SP0502,SmartPhone X,Futura,smartphone,645.84,Smartphone with vivid display.,23,4.0
SP0503,Mobile Z,TechCo,smartphone,1100.56,Smartphone with vivid display.,40,3.8
LP0504,Econo Note,EconCo,laptop,1739.03,13.3 inch laptop featuring lightweight design.,108,5.0
SP0505,Mobile Z,NextCom,smartphone,728.26,Smartphone with vivid display.,152,3.5
SPK0506,ClearSound,SoundCo,speaker,273.19,Speaker delivering deep bass.,24,4.8
SPK0507,Bass Boost,AudioMax,speaker,54.5,Speaker delivering crystal clear sound.,198,3.5
TV0508,Ultra TV,Spectra,smart_tv,968.29,55 inch smart TV with 4K resolution.,24,4.0
SPK0509,ClearSound,BassLine,speaker,76.16,Speaker delivering crystal clear sound.,164,3.8
SPK0510,Audio Pro,SoundCo,speaker,164.25,Speaker delivering wireless connectivity.,37,3.6
SP0511,Mobile Z,TechCo,smartphone,553.5,Smartphone with advanced camera system.,130,3.8
SPK0512,BoomBox,BassLine,speaker,284.28,Speaker delivering crystal clear sound.,166,3.9
TV0513,Infinity TV,ViewTech,smart_tv,877.03,55 inch smart TV with 4K resolution.,44,4.3
SP0514,Maxi Phone,RivalTech,smartphone,493.71,Smartphone with advanced camera system.,192,3.8
LP0515,Pro Book,NextGen,laptop,1988.31,13.3 inch laptop featuring lightweight design.,135,4.0
LP0516,Econo Note,EconCo,laptop,945.95,14 inch laptop featuring long battery life.,175,0.0
SP0517,SmartPhone X,Futura,smartphone,499.33,Smartphone with 5G connectivity.,85,3.5
SP0518,Mobile Z,RivalTech,smartphone,1151.73,Smartphone with advanced camera system.,165,3.8
SPK0519,Audio Pro,AudioMax,speaker,203.68,Speaker delivering compact design.,154,4.0
SP0520,Mobile Z,RivalTech,smartphone,1135.75,Smartphone with advanced camera system.,46,4.2
LP0521,Econo Note,NextGen,laptop,699.9,13.3 inch laptop featuring high performance graphics.,170,3.5
SPK0522,Audio Pro,AudioMax,speaker,250.03,Speaker delivering compact design.,195,4.1
SP0523,SmartPhone X,TechCo,smartphone,885.1,Smartphone with vivid display.,19,4.5
LP0524,Business Mate,NextGen,laptop,560.94,14 inch laptop featuring high performance graphics.,160,4.5
TV0525,Cinema TV,UltraVision,smart_tv,1133.81,55 inch smart TV with sleek design.,182,4.5
TV0526,Vivid TV,CinemaCo,smart_tv,1288.23,65 inch smart TV with smart connectivity.,198,4.0
TV0527,SmartView TV,CinemaCo,smart_tv,1785.9,75 inch smart TV with HDR support.,40,4.2
TV0528,SmartView TV,Spectra,smart_tv,491.71,65 inch smart TV with smart connectivity.,87,0.0
LP0529,Business Mate,TechCo,laptop,1075.26,13.3 inch laptop featuring latest processor.,192,3.2
TV0530,Cinema TV,Spectra,smart_tv,1658.33,50 inch smart TV with 4K resolution.,47,3.2
SPK0531,SoundWave,BassLine,speaker,233.27,Speaker delivering crystal clear sound.,137,4.4
TV0532,Infinity TV,UltraVision,smart_tv,1201.65,55 inch smart TV with sleek design.,49,4.5
TV0533,Vivid TV,Spectra,smart_tv,520.32,75 inch smart TV with smart connectivity.,31,4.0
LP0534,Performance Pro,UltraComp,laptop,1554.17,17 inch laptop featuring lightweight design.,117,4.0
TV0535,SmartView TV,ViewTech,smart_tv,1458.07,40 inch smart TV with smart connectivity.,85,4.0
LP0536,Pro Book,UltraComp,laptop,1743.65,14 inch laptop featuring high performance graphics.,178,3.8
TV0537,Vivid TV,Spectra,smart_tv,1828.79,55 inch smart TV with smart connectivity.,100,3.8
SPK0538,ClearSound,BeatBox,speaker,325.27,Speaker delivering crystal clear sound.,174,4.0
TV0539,Ultra TV,CinemaCo,smart_tv,1967.86,50 inch smart TV with 4K resolution.,196,4.5
TV0540,Cinema TV,Spectra,smart_tv,2983.4,40 inch smart TV with smart connectivity.,125,3.0
TV0541,SmartView TV,ViewTech,smart_tv,1534.96,65 inch smart TV with 4K resolution.,89,3.8
SP0542,SmartPhone X,RivalTech,smartphone,1015.69,Smartphone with 5G connectivity.,174,5.0
TV0543,Cinema TV,ViewTech,smart_tv,1627.75,40 inch smart TV with sleek design.,50,0.0
TV0544,SmartView TV,CinemaCo,smart_tv,1009.51,75 inch smart TV with smart connectivity.,121,3.5
SP0545,Maxi Phone,Futura,smartphone,401.12,Smartphone with long-lasting battery.,200,4.0
SPK0546,Bass Boost,SoundCo,speaker,386.97,Speaker delivering wireless connectivity.,185,3.7
SP0547,SmartPhone X,NextCom,smartphone,283.23,Smartphone with long-lasting battery.,105,4.3
LP0548,Econo Note,TechCo,laptop,1399.84,15.6 inch laptop featuring lightweight design.,194,4.5
LP0549,Performance Pro,UltraComp,laptop,1559.12,17 inch laptop featuring lightweight design.,2,4.2
SP0550,Mobile Z,Futura,smartphone,676.44,Smartphone with advanced camera system.,144,4.2
TV0551,Vivid TV,Spectra,smart_tv,1372.17,40 inch smart TV with 4K resolution.,41,0.0
TV0552,Cinema TV,Spectra,smart_tv,2128.34,50 inch smart TV with HDR support.,89,3.5
SP0553,Maxi Phone,NextCom,smartphone,365.13,Smartphone with advanced camera system.,60,0.0
SP0554,Fusion Phone,Futura,smartphone,943.92,Smartphone with advanced camera system.,34,0.0
TV0555,Vivid TV,ViewTech,smart_tv,710.84,50 inch smart TV with sleek design.,18,3.8
TV0556,Ultra TV,Spectra,smart_tv,895.04,50 inch smart TV with smart connectivity.,198,4.2
SPK0557,Audio Pro,AudioMax,speaker,488.18,Speaker delivering wireless connectivity.,166,4.2
LP0558,Ultra Thin,TechCo,laptop,967.42,13.3 inch laptop featuring latest processor.,52,3.7
TV0559,Cinema TV,ViewTech,smart_tv,851.31,55 inch smart TV with sleek design.,117,4.0
LP0560,Business Mate,EconCo,laptop,1843.67,14 inch laptop featuring long battery life.,118,3.9
SP0561,Mobile Z,Futura,smartphone,622.24,Smartphone with long-lasting battery.,142,4.0
SPK0562,Bass Boost,BeatBox,speaker,151.51,Speaker delivering crystal clear sound.,149,3.9
LP0563,Econo Note,EconCo,laptop,748.53,14 inch laptop featuring latest processor.,180,4.0
SPK0564,SoundWave,SoundCo,speaker,64.77,Speaker delivering crystal clear sound.,126,4.5
SPK0565,SoundWave,BeatBox,speaker,259.78,Speaker delivering wireless connectivity.,9,0.0
SPK0566,Audio Pro,AudioMax,speaker,369.31,Speaker delivering wireless connectivity.,24,4.5
LP0567,Performance Pro,NextGen,laptop,1332.51,15.6 inch laptop featuring latest processor.,55,4.0
SPK0568,Bass Boost,BeatBox,speaker,475.74,Speaker delivering deep bass.,112,4.0
LP0569,Econo Note,TechCo,laptop,1673.39,15.6 inch laptop featuring high performance graphics.,37,4.5
TV0570,Infinity TV,UltraVision,smart_tv,2656.91,65 inch smart TV with HDR support.,43,4.5
SP0571,SmartPhone X,RivalTech,smartphone,898.02,Smartphone with advanced camera system.,93,4.0
SP0572,Mobile Z,NextCom,smartphone,743.14,Smartphone with long-lasting battery.,170,0.0
TV0573,Ultra TV,UltraVision,smart_tv,2724.33,40 inch smart TV with smart connectivity.,89,4.0
TV0574,Infinity TV,CinemaCo,smart_tv,2749.79,55 inch smart TV with 4K resolution.,78,3.8
TV0575,SmartView TV,UltraVision,smart_tv,2923.85,55 inch smart TV with 4K resolution.,51,4.2
SP0576,Fusion Phone,Futura,smartphone,566.45,Smartphone with long-lasting battery.,63,3.7
